,Posted.On,BHK,Size,Floor,Area.Type,Area.Locality,City,Furnishing.Status,Tenant.Preferred,Bathroom,Point.of.Contact,Rent,Abby,Adamgosmire,Addy,Akin_Mitu,Burkhalter,Daria,DeYoung,Lucas_Nick,Ternes,Trey,Will
663,6/15/2022,1,434,Ground out of 3,Super Area,Thirumazhisai,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3.77815125,3.848624452,3.77815125,3.840234564,3.840167057,3.829124579,3.865922529,3.837713469,3.997170569,3.861739928,3.832494881,3.761166529
664,6/7/2022,1,640,6 out of 7,Super Area,Mira Road,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,4.146128036,4.460874702,4.322219295,4.356477616,4.431206695,4.556211746,4.332843496,4.437312957,4.364461626,4.429621341,4.430605896,4.543173331
665,6/6/2022,1,600,3 out of 7,Carpet Area,Lokhandwala Complex,Mumbai,Furnished,Family,2,Contact Agent,4.602059991,4.499759773,4.924279286,4.594645332,4.661319531,4.618468718,4.616634537,4.610091568,4.712984706,4.650755329,4.613026742,4.593442144
666,5/5/2022,2,1500,1 out of 4,Super Area,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.447158031,4.344294351,4.431363764,4.210235353,4.26955814,4.248213614,4.258078874,4.255656879,4.289564278,4.260384378,4.25314365,4.264219723
667,5/22/2022,3,1200,1 out of 2,Super Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,4.176091259,4.170366961,4.531478917,4.25760165,4.213391725,4.22290755,4.146660147,4.189501374,4.22999042,4.220317559,4.193402708,4.341485574
668,6/19/2022,2,1000,Ground out of 3,Super Area,"Kumarpara, Narendrapur",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3.84509804,4.002214908,4.079181246,4.041642972,3.930765216,3.926131657,3.917557536,3.922820193,4.168678452,3.884496893,3.915923971,4.026501702
669,7/8/2022,2,1050,3 out of 4,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4.079181246,4.081125933,5.029383778,4.232594167,4.156167032,4.152832042,4.122308575,4.165550569,4.141085982,4.18156058,4.147952005,4.267359122
670,5/20/2022,2,1125,24 out of 31,Super Area,Thalambur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.176091259,4.296851975,4.330413773,4.301510421,4.19090899,4.238611965,4.187144354,4.262369349,4.31319061,4.277443041,4.260198441,4.227858481
671,6/27/2022,2,800,3 out of 4,Super Area,Yelahanka New Town,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,4.021189299,4.115592461,3.959041392,4.051923252,4.049537047,4.042309685,4.043024248,4.068168081,4.029565251,4.009759899,4.072124647,4.092204648
672,7/6/2022,2,160,Ground out of 2,Super Area,Nagaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3.954242509,4.040104975,4.113943352,3.869161792,3.964738367,3.919867142,3.944523019,3.927902074,4.091097489,3.928552553,3.9016965,3.930516001
673,6/20/2022,1,400,3 out of 4,Super Area,Chikkalasandra,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,3.875061263,3.846474642,3.716003344,3.869176325,3.833036201,3.85133,3.860903855,3.858602638,3.834539197,3.838485586,3.859303283,3.837090847
674,7/2/2022,2,900,1 out of 1,Carpet Area,Velachery,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,4.255272505,4.144737753,4.330413773,4.259577346,4.309012232,4.297336631,4.298669732,4.330614477,4.140499436,4.318092982,4.32729476,4.239370084
675,6/7/2022,2,900,1 out of 2,Super Area,Kolathur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.079181246,4.137144242,4.330413773,4.112778137,4.143719501,4.117626428,4.146194236,4.12662798,4.055874764,4.116048037,4.132300939,4.177825794
676,6/4/2022,2,1000,1 out of 4,Super Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,4.079181246,4.241269047,4.330413773,4.156785304,4.206695151,4.21303086,4.209978354,4.200309892,4.413657576,4.214281684,4.200310038,4.150255866
677,6/26/2022,3,1100,21 out of 22,Super Area,"Hudco Living Point, Bhandup West",Mumbai,Unfurnished,Family,2,Contact Owner,4.602059991,4.640416326,5.037426498,4.647631513,4.667350322,4.704684232,4.662471735,4.679327289,4.746996997,4.662214763,4.660764231,4.599643427
678,6/11/2022,1,450,6 out of 12,Carpet Area,"Dheeraj Hill View Tower, Thakur Village, Kandivali East",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,4.361727836,4.553720531,4.243038049,4.497236347,4.556650524,4.581765374,4.464501088,4.559932084,4.615295882,4.545091536,4.56799529,4.596633667
679,6/8/2022,1,500,1 out of 5,Super Area,Ghatkopar West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,4.544068044,4.425844916,4.255272505,4.202061766,4.318125952,4.360648574,4.247816934,4.30552531,4.347611126,4.314815767,4.30153898,4.416888585
680,5/23/2022,2,1250,3 out of 3,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.278753601,4.292092051,4.462397998,4.194286315,4.217125374,4.205003427,4.210405124,4.218277399,4.204907698,4.226712861,4.221737121,4.239370084
681,6/29/2022,2,950,2 out of 4,Carpet Area,"Indraprastha Extension, Patparganj",Delhi,Unfurnished,Bachelors,1,Contact Agent,4.217483944,4.250451338,4.025305865,4.235567478,4.288291981,4.298034787,4.259685892,4.310201102,4.276275618,4.341492486,4.316343304,4.334505978
682,7/2/2022,2,1125,2 out of 3,Carpet Area,Allwyn Colony,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4,4.142309558,4.462397998,4.169779201,4.098687515,4.113905682,4.103602428,4.132810279,4.219384163,4.124766759,4.122642559,4.225372456
683,5/19/2022,2,700,Ground out of 2,Carpet Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3.977723605,4.030786976,3.929418926,3.972348293,3.990217122,3.964161805,3.986530516,3.981771416,4.020923804,3.989389698,3.986197632,3.98674251
684,5/29/2022,3,3000,1 out of 4,Super Area,Thiruvanmiyur,Chennai,Furnished,Bachelors/Family,3,Contact Agent,5.113943352,4.590576827,4.330413773,4.659917833,5.000636812,4.888030284,4.947994031,4.91525082,4.886619772,4.939502747,4.909173788,4.6862665
685,7/8/2022,3,1000,3 out of 6,Carpet Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4.544068044,4.270081283,4.986771734,4.293925298,4.278288898,4.294086291,4.251462292,4.293127596,4.293917684,4.321256949,4.29228954,4.329549256
686,7/6/2022,2,985,1 out of 4,Carpet Area,Selaiyur,Chennai,Unfurnished,Bachelors,2,Contact Owner,4.255272505,4.203055196,4.330413773,4.154792963,4.123199823,4.13279802,4.117806615,4.146974735,4.275261448,4.169960763,4.138478417,4.183547971
687,5/5/2022,4,1000,Ground out of 4,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.146128036,4.256666885,4.562292864,4.240195219,4.31202552,4.314632256,4.294319394,4.354152443,4.242362661,4.35064925,4.35773345,4.310413178
688,5/18/2022,4,1950,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,4.477121255,4.573205923,4.330413773,4.604485526,4.90333082,4.881274401,4.903625239,4.901646488,4.940605958,4.85681311,4.914234303,4.662200717
689,5/30/2022,1,600,1 out of 2,Super Area,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.929418926,4.006140332,3.908485019,3.87658116,3.913329233,3.91778712,3.927969097,3.929559155,3.859872283,3.910639902,3.926862714,3.917486027
690,6/22/2022,1,305,10 out of 24,Carpet Area,Ekta Nagar,Mumbai,Unfurnished,Bachelors,1,Contact Agent,4.146128036,4.329784369,4.260071388,4.398937268,4.404174307,4.374877601,4.320188056,4.447110536,4.253680782,4.477994166,4.469946097,4.432748922
691,6/16/2022,1,450,2 out of 7,Super Area,Goregaon West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,4.544068044,4.38977017,4.292256071,4.209388939,4.26929258,4.279093903,4.192160586,4.2586103,4.369561582,4.278708064,4.257058148,4.317531606
692,7/6/2022,3,1220,6 out of 10,Super Area,Pammal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.255272505,4.348094829,4.330413773,4.29793887,4.305095043,4.288152842,4.302419901,4.32189786,4.348127127,4.331223829,4.312699202,4.298823509
693,6/30/2022,2,1400,3 out of 4,Super Area,Dilshad Garden,Delhi,Unfurnished,Bachelors,1,Contact Owner,4.161368002,4.351355561,4.187520721,4.125694068,4.21737823,4.229911106,4.192103936,4.239037847,4.280807066,4.249898453,4.236866243,4.155419266
694,7/4/2022,1,300,Ground out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,3.698970004,3.921806817,3.806179974,3.976316045,4.096052006,4.098569044,4.090989023,4.131524033,4.150443749,4.132426133,4.111922065,4.192230901
695,6/20/2022,1,480,5 out of 7,Carpet Area,Seven Bungalows,Mumbai,Furnished,Family,2,Contact Agent,4.633468456,4.563464278,4.892094603,4.574330845,4.636151803,4.535340753,4.587134308,4.596397593,4.611143588,4.59137223,4.597771808,4.538873148
696,6/22/2022,2,894,4 out of 4,Super Area,Tiruvenkadam Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.301029996,4.165878665,4.330413773,4.165905131,4.142461114,4.116614383,4.145117933,4.137789201,4.136854692,4.159813669,4.147323815,4.239370084
697,6/1/2022,2,950,Ground out of 2,Super Area,"Satgachi, South Dum Dum",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,4.079181246,3.984356061,4.056904851,4.012604936,3.920278663,3.917657132,3.909916067,3.913710351,4.079132188,3.855214567,3.904249216,4.02012283
698,5/31/2022,2,1000,2 out of 7,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,5.361727836,4.721266225,5.033423755,4.748807295,4.839473558,4.923506599,4.864311096,4.806718708,5.236050635,4.771087999,4.813295519,4.783369889
699,6/4/2022,2,650,5 out of 6,Carpet Area,Thakur Complex,Mumbai,Semi-Furnished,Family,2,Contact Agent,4.544068044,4.527691119,4.924279286,4.618539501,4.682349291,4.58101252,4.687284413,4.636311696,4.612642823,4.660793435,4.64149352,4.576712962
700,7/4/2022,1,600,4 out of 5,Carpet Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,4.041392685,4.011894161,3.919078092,4.105432422,4.078621964,4.088843257,4.058117213,4.119999328,4.189395209,4.123133054,4.105788716,4.251760445
701,6/18/2022,2,800,Ground out of 2,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3.84509804,3.936926136,4.017033339,3.989950941,3.888819003,3.892393209,3.887230734,3.886380897,3.972557854,3.85434784,3.877754746,4.000404025
702,7/8/2022,4,2317,10 out of 12,Super Area,Sholinganallur,Chennai,Unfurnished,Bachelors/Family,4,Contact Agent,4.77815125,4.607596674,4.330413773,4.698193852,4.861605941,4.825601205,4.76397859,4.882898053,4.981951728,4.897549146,4.86212942,4.692728947
703,5/12/2022,2,970,Ground out of 3,Super Area,Thoraipakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,4.255272505,4.143487706,4.330413773,4.211456318,4.242119069,4.213421543,4.212089654,4.226034723,4.17586116,4.204518787,4.222100903,4.199360343
704,7/9/2022,3,2750,53 out of 60,Carpet Area,"Lodha World Crest, Lower Parel",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,5.361727836,4.684690447,5.494154594,5.043677734,5.251908659,5.673817768,5.404202134,5.389211289,5.463813386,5.416850432,5.324235422,5.084317799
705,6/21/2022,1,450,1 out of 4,Carpet Area,"Paryavaran Complex, Sainik Farm",Delhi,Furnished,Bachelors/Family,1,Contact Agent,4.230448921,4.11999446,3.806179974,4.120184781,4.21123006,4.206806929,4.168873846,4.222963481,4.082276845,4.202700339,4.228603333,4.245757665
706,5/19/2022,2,850,2 out of 4,Super Area,Cox Town,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,4,4.093230712,4.322219295,4.14332495,4.094886129,4.103216344,4.094244031,4.099424028,4.259340272,4.101677804,4.100414279,4.133816371
707,6/7/2022,2,905,3 out of 6,Super Area,Kanakapura Road,Bangalore,Semi-Furnished,Family,2,Contact Owner,4.079181246,4.168859804,4.322219295,4.173866479,4.144768156,4.188020349,4.147091766,4.12238314,4.164651129,4.111024045,4.125397714,4.178718724
708,6/6/2022,1,720,3 out of 3,Carpet Area,Shakti Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,4.342422681,3.988414484,3.880813592,3.938818969,3.980499504,3.988441992,3.985866006,3.995343505,4.223119508,4.036168253,4.007290076,4.239370084
709,5/29/2022,1,750,Ground out of 2,Super Area,Porur Gardens,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,4.041392685,3.95760623,3.939519253,3.890069748,3.944788893,3.914965009,3.951307134,3.937974363,3.979957995,3.957278025,3.928584696,3.900674958
710,5/25/2022,1,450,5 out of 8,Carpet Area,"Gokul Regency Apartment, Thakur Complex",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,4.301029996,4.4048659,4.29666519,4.396486636,4.434585311,4.428408205,4.349832949,4.428897947,4.550613507,4.424968107,4.431114458,4.514297258
711,6/22/2022,2,830,2 out of 2,Carpet Area,"Sapphire Heights, Lokhandwala Twp",Mumbai,Furnished,Bachelors,2,Contact Agent,4.643452676,4.608009157,4.875061263,4.678170485,4.803819277,4.862110421,4.815059546,4.799952405,4.808427114,4.83410293,4.807186163,4.239370084
712,5/14/2022,2,720,2 out of 4,Super Area,Govindpuri Main,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.113943352,4.128667728,4.330413773,4.121444118,4.18631727,4.199642319,4.203383423,4.196066506,4.139454784,4.210724482,4.199169822,4.14439274
713,6/1/2022,3,1286,1 out of 1,Carpet Area,New Town Action Area 1,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,4.602059991,4.217158658,4.431363764,4.273576379,4.280284462,4.269137587,4.227512763,4.264795494,4.249249128,4.224287309,4.286989371,4.239370084
714,6/20/2022,1,400,Ground out of 3,Super Area,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,3.812913357,3.842008758,3.792391689,3.82948036,3.833036201,3.85133,3.860903855,3.850433078,3.89802407,3.826753293,3.840865831,3.752625044
715,5/25/2022,1,680,Ground out of 3,Carpet Area,Bapu Nagar-Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3.77815125,3.932341839,3.982271233,3.899429922,3.837886242,3.826856984,3.869606281,3.83957382,3.933876608,3.829028622,3.84007272,3.818417875
716,7/4/2022,2,1100,Ground out of 3,Super Area,Chikkabanavara,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,4.115676664,4.649334859,4.145580609,4.185665714,4.179302333,4.182536716,4.203727692,4.216688676,4.201551097,4.174450404,4.190054924
717,5/25/2022,2,950,Ground out of 3,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4.176091259,4.092857419,4.330413773,4.126254746,4.115859236,4.092356338,4.111660875,4.094644637,4.020089325,4.076697921,4.090461505,4.127715881
718,6/14/2022,2,750,Ground out of 3,Super Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.267171728,4.076081353,4.330413773,4.095093022,4.112259841,4.092446616,4.119523859,4.099298515,4.073741962,4.113180321,4.098253611,4.124517418
719,6/8/2022,3,1600,18 out of 23,Super Area,"Chaitanya Towers, Prabhadevi",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Owner,5.477121255,4.67912834,5.552668216,4.81477955,4.956981367,5.067923862,4.976131143,5.0342731,5.163888567,5.054139607,5.028324116,4.83606398
720,5/22/2022,2,975,Ground out of 3,Super Area,Janakpuri,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,4.255272505,4.215839289,3.924279286,4.038305477,4.166589345,4.156277396,4.159095537,4.171117693,4.256985676,4.194713351,4.163196762,4.067930196
721,5/27/2022,3,1100,2 out of 13,Carpet Area,"Sabari Palm View, Chembur",Mumbai,Unfurnished,Family,3,Contact Agent,4.875061263,4.65727717,5.093421685,4.815626034,4.9058524,4.791421322,4.940915778,4.82707349,4.950528585,4.839585118,4.850459305,4.713361493
722,6/10/2022,1,450,Ground out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1,Contact Agent,3.954242509,3.812384015,3.826074803,3.991684428,3.88644426,3.922973206,3.878232869,3.910055608,3.971620256,3.914122053,3.9043239,4.207940215
723,5/27/2022,1,500,1 out of 4,Carpet Area,Sion,Mumbai,Furnished,Bachelors,2,Contact Agent,4.505149978,4.577602817,4.857332496,4.534177298,4.640346424,4.601664079,4.592009454,4.641742725,4.659416635,4.651073446,4.639939295,4.617342182
724,7/4/2022,2,600,1 out of 3,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,3.929418926,4.014425207,4.271841607,4.076295401,4.042453362,4.061550007,4.051597195,4.070739489,4.045215705,4.070035501,4.04994819,4.07147611
725,5/14/2022,1,424,3 out of 7,Super Area,Malad East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,4.146128036,4.422100917,4.301029996,4.206094145,4.302186391,4.283237958,4.233260343,4.300644779,4.470966182,4.319032146,4.29855416,4.365158732
726,6/4/2022,1,480,4 out of 4,Carpet Area,Taloja Phase 2,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,3.84509804,4.269402558,4.309630167,4.209904242,4.275584512,4.307638659,4.197728477,4.272245777,4.278798933,4.30168724,4.279189962,4.239370084
727,5/19/2022,3,1610,3 out of 14,Super Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,4.556302501,4.478454394,4.330413773,4.563107734,4.625392236,4.659953676,4.603033606,4.55207157,4.587626417,4.551219519,4.572823908,4.547659651
728,4/28/2022,2,1200,1 out of 3,Super Area,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.176091259,4.223202098,4.44870632,4.167668865,4.20663882,4.196415501,4.201055918,4.20902691,4.141834506,4.253886172,4.199044133,4.221410959
729,5/14/2022,1,550,4 out of 7,Carpet Area,Borivali West,Mumbai,Furnished,Family,2,Contact Owner,4.431363764,4.499289989,4.86332286,4.418771961,4.485540246,4.393768266,4.418172973,4.448626919,4.416157967,4.480256159,4.453518152,4.404461187
730,7/1/2022,2,650,2 out of 6,Carpet Area,Breach Candy,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,4.929418926,4.619972927,4.924279286,4.602612404,4.682349291,4.684539446,4.687284413,4.703047047,4.612642823,4.689572525,4.687915627,4.641566591
731,5/27/2022,2,600,Ground out of 3,Super Area,Bagha Jatin Pally,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.255272505,3.918222519,4.278753601,4.065677337,3.958428955,3.979070971,3.970721969,3.959952502,4.045215705,3.952974796,3.956164387,4.09308969
732,7/9/2022,4,2500,2 out of 10,Carpet Area,JVPD Scheme,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,5.397940009,4.67156197,5.539076099,5.069208815,5.447821764,5.601155594,5.760235208,5.425204627,5.607680155,5.461072866,5.418639117,5.074097596
733,7/2/2022,2,1000,2 out of 5,Super Area,Bachupally,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4.176091259,4.132088141,4.361727836,4.173822991,4.072471131,4.118471215,4.081983696,4.110035716,4.240082321,4.08876847,4.090194656,4.19300433
734,6/29/2022,2,1000,Ground out of 4,Super Area,Anna Nagar West Extension,Chennai,Semi-Furnished,Family,2,Contact Owner,4.176091259,4.142938437,4.330413773,4.148821755,4.164692607,4.150511433,4.164251434,4.112607917,4.189572735,4.136021593,4.111718526,4.172316954
735,5/18/2022,2,807,14 out of 58,Carpet Area,"Auris Serenity, Malad West",Mumbai,Unfurnished,Bachelors,2,Contact Agent,4.77815125,4.628412374,4.959041392,4.752845585,4.67693025,4.730526624,4.664579268,4.717830123,4.893388567,4.669631222,4.81846631,4.667043259
736,5/14/2022,1,700,1 out of 3,Super Area,Amrutahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.929418926,3.957721972,3.949390007,3.91386924,3.934302339,3.934360972,3.943485909,3.947778766,3.788994173,3.958597022,3.943903585,3.92065624
737,7/5/2022,3,1700,2 out of 4,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,4.62324929,4.602252417,4.330413773,4.510552292,4.724617394,4.723630573,4.74633482,4.739929648,4.765514786,4.703965484,4.726533635,4.576961234
738,7/6/2022,3,1500,2 out of 4,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,4.875061263,4.405554481,4.330413773,4.49405278,4.602321819,4.542089872,4.581100488,4.581134207,4.614441792,4.600593516,4.574949529,4.541557746
